locus_tag	ftype	length_bp	gene	EC_number	COG	product
BBPJPPNJ_01723	CDS	2265	pacS_2	7.2.2.8		putative copper-transporting ATPase PacS
BBPJPPNJ_01724	CDS	294				hypothetical protein
BBPJPPNJ_01725	CDS	507				hypothetical protein
BBPJPPNJ_01726	CDS	1746	cotA_2		COG2132	Spore coat protein A
BBPJPPNJ_01727	CDS	510	isiB_2			Flavodoxin
BBPJPPNJ_01728	CDS	195				hypothetical protein
BBPJPPNJ_01729	CDS	561				hypothetical protein
BBPJPPNJ_01730	CDS	495				hypothetical protein
BBPJPPNJ_01731	CDS	372				hypothetical protein
BBPJPPNJ_01732	CDS	351	yhjQ_2		COG1145	putative cysteine-rich protein YhjQ
BBPJPPNJ_01733	CDS	156				hypothetical protein
BBPJPPNJ_01734	CDS	219				hypothetical protein
BBPJPPNJ_01735	CDS	516				hypothetical protein
BBPJPPNJ_01736	CDS	1731	bacA		COG4178	Vitamin B12 transport ATP-binding protein BacA
BBPJPPNJ_01737	CDS	567	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
BBPJPPNJ_01738	CDS	273				hypothetical protein
BBPJPPNJ_01739	CDS	1005	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
BBPJPPNJ_01740	CDS	618	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
BBPJPPNJ_01741	CDS	714	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
BBPJPPNJ_01742	CDS	213				hypothetical protein
BBPJPPNJ_01743	CDS	555				hypothetical protein
BBPJPPNJ_01744	CDS	984			COG3861	putative protein
BBPJPPNJ_01745	CDS	246				hypothetical protein
BBPJPPNJ_01746	CDS	2400				hypothetical protein
BBPJPPNJ_01747	CDS	372				hypothetical protein
BBPJPPNJ_01748	CDS	756				hypothetical protein
BBPJPPNJ_01749	CDS	5895				hypothetical protein
BBPJPPNJ_01750	CDS	4047				hypothetical protein
BBPJPPNJ_01751	CDS	1698				putative protein
BBPJPPNJ_01752	CDS	942	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
BBPJPPNJ_01753	CDS	537	psaL_2			Photosystem I reaction center subunit XI
BBPJPPNJ_01754	CDS	456				hypothetical protein
BBPJPPNJ_01755	CDS	555	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
BBPJPPNJ_01756	CDS	1008	cbpA_1		COG2214	Curved DNA-binding protein
BBPJPPNJ_01757	CDS	1014	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
BBPJPPNJ_01758	CDS	504				hypothetical protein
BBPJPPNJ_01759	CDS	387				hypothetical protein
BBPJPPNJ_01760	CDS	3282				hypothetical protein
BBPJPPNJ_01761	CDS	1980	spoVD		COG0768	Stage V sporulation protein D
BBPJPPNJ_01762	CDS	1110	cobD_2		COG1270	Cobalamin biosynthesis protein CobD
BBPJPPNJ_01763	CDS	2019	fusA_1		COG0480	Elongation factor G
BBPJPPNJ_01764	CDS	1116				hypothetical protein
BBPJPPNJ_01765	CDS	537	ymdB_1	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
BBPJPPNJ_01766	CDS	1335	aroA1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
BBPJPPNJ_01767	CDS	492				hypothetical protein
BBPJPPNJ_01768	CDS	420				hypothetical protein
BBPJPPNJ_01769	CDS	618				hypothetical protein
BBPJPPNJ_01770	CDS	3915	tolB_5			Tol-Pal system protein TolB
BBPJPPNJ_01771	CDS	1677	groL2			60 kDa chaperonin 2
BBPJPPNJ_01772	CDS	504				hypothetical protein
BBPJPPNJ_01773	CDS	429		3.2.2.-	COG3236	N-glycosidase
BBPJPPNJ_01774	CDS	945	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
BBPJPPNJ_01775	CDS	960	ctaA	1.3.-.-		Heme A synthase
BBPJPPNJ_01776	CDS	1032				hypothetical protein
BBPJPPNJ_01777	CDS	1656	ctaD	1.9.3.1	COG0843	Cytochrome c oxidase subunit 1
BBPJPPNJ_01778	CDS	615	ctaE	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
BBPJPPNJ_01779	CDS	153				hypothetical protein
BBPJPPNJ_01780	CDS	495	cph2_1			Phytochrome-like protein cph2
BBPJPPNJ_01781	CDS	1188	undec1A	4.1.1.-		Cysteine/Cysteine sulfinic acid decarboxylase
BBPJPPNJ_01782	CDS	216				hypothetical protein
BBPJPPNJ_01783	CDS	651	estB	3.1.1.1	COG0400	Carboxylesterase 2
BBPJPPNJ_01784	CDS	1119				hypothetical protein
BBPJPPNJ_01785	CDS	381				hypothetical protein
BBPJPPNJ_01786	CDS	930				hypothetical protein
BBPJPPNJ_01787	CDS	543				hypothetical protein
BBPJPPNJ_01788	CDS	630				hypothetical protein
BBPJPPNJ_01789	CDS	957				hypothetical protein
BBPJPPNJ_01790	CDS	1167				hypothetical protein
BBPJPPNJ_01791	CDS	453				hypothetical protein
BBPJPPNJ_01792	CDS	360				hypothetical protein
BBPJPPNJ_01793	CDS	1578				hypothetical protein
BBPJPPNJ_01794	CDS	780				hypothetical protein
BBPJPPNJ_01795	CDS	897				hypothetical protein
BBPJPPNJ_01796	CDS	627				hypothetical protein
BBPJPPNJ_01797	CDS	681	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
BBPJPPNJ_01798	CDS	735		1.1.1.119	COG1028	Glucose 1-dehydrogenase
BBPJPPNJ_01799	CDS	495	petC_2	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
BBPJPPNJ_01800	CDS	189				hypothetical protein
BBPJPPNJ_01801	CDS	1446				hypothetical protein
BBPJPPNJ_01802	CDS	654				hypothetical protein
BBPJPPNJ_01803	CDS	339				hypothetical protein
BBPJPPNJ_01804	CDS	1443	ftsH_7	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
BBPJPPNJ_01805	CDS	1614				hypothetical protein
BBPJPPNJ_01806	CDS	231				hypothetical protein
BBPJPPNJ_01807	CDS	1800				hypothetical protein
BBPJPPNJ_01808	CDS	891				hypothetical protein
BBPJPPNJ_01809	CDS	156				hypothetical protein
BBPJPPNJ_01810	CDS	1464				hypothetical protein
BBPJPPNJ_01811	CDS	537				hypothetical protein
BBPJPPNJ_01812	CDS	2400				hypothetical protein
BBPJPPNJ_01813	CDS	717				hypothetical protein
BBPJPPNJ_01814	CDS	1374			COG3385	IS4 family transposase ISAva1
BBPJPPNJ_01815	CDS	504				hypothetical protein
BBPJPPNJ_01816	CDS	840				hypothetical protein
BBPJPPNJ_01817	CDS	276				hypothetical protein
BBPJPPNJ_01818	CDS	1161				IS200/IS605 family transposase ISAsp9
BBPJPPNJ_01819	CDS	603				hypothetical protein
BBPJPPNJ_01820	CDS	186				hypothetical protein
BBPJPPNJ_01821	CDS	510				hypothetical protein
BBPJPPNJ_01822	CDS	222				hypothetical protein
BBPJPPNJ_01823	CDS	414				hypothetical protein
BBPJPPNJ_01824	CDS	429				hypothetical protein
BBPJPPNJ_01825	CDS	717	pbsA1	1.14.14.18		Heme oxygenase 1
BBPJPPNJ_01826	CDS	1374				hypothetical protein
BBPJPPNJ_01827	CDS	129				hypothetical protein
BBPJPPNJ_01828	CDS	1050				hypothetical protein
BBPJPPNJ_01829	CDS	1374	glgA	2.4.1.21	COG0297	Glycogen synthase
BBPJPPNJ_01830	CDS	597				hypothetical protein
BBPJPPNJ_01831	CDS	435	rppH	3.6.1.-		RNA pyrophosphohydrolase
BBPJPPNJ_01832	CDS	1449	tldD_1	3.4.-.-	COG0312	Metalloprotease TldD
BBPJPPNJ_01833	CDS	897	hslO		COG1281	33 kDa chaperonin
BBPJPPNJ_01834	CDS	543				hypothetical protein
BBPJPPNJ_01835	CDS	834			COG2968	26 kDa periplasmic immunogenic protein
BBPJPPNJ_01836	CDS	1089	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
BBPJPPNJ_01837	CDS	1020		3.3.2.10		Soluble epoxide hydrolase
BBPJPPNJ_01838	CDS	3660	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
BBPJPPNJ_01839	CDS	612				hypothetical protein
BBPJPPNJ_01840	CDS	648				hypothetical protein
BBPJPPNJ_01841	CDS	114				hypothetical protein
BBPJPPNJ_01842	CDS	303				hypothetical protein
BBPJPPNJ_01843	CDS	432				hypothetical protein
BBPJPPNJ_01844	CDS	2622	leuS	6.1.1.4		Leucine--tRNA ligase
BBPJPPNJ_01845	CDS	198				hypothetical protein
BBPJPPNJ_01846	CDS	273				hypothetical protein
BBPJPPNJ_01847	CDS	234				hypothetical protein
BBPJPPNJ_01848	CDS	276				hypothetical protein
BBPJPPNJ_01849	CDS	246				hypothetical protein
BBPJPPNJ_01850	CDS	222				hypothetical protein
BBPJPPNJ_01851	CDS	978				hypothetical protein
BBPJPPNJ_01852	CDS	297				hypothetical protein
BBPJPPNJ_01853	CDS	195				hypothetical protein
BBPJPPNJ_01854	CDS	4164				hypothetical protein
BBPJPPNJ_01855	CDS	501				hypothetical protein
BBPJPPNJ_01856	CDS	1494				IS66 family transposase ISCysp4
BBPJPPNJ_01857	CDS	891	ecfT		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
BBPJPPNJ_01858	CDS	1359	der_2		COG1160	GTPase Der
BBPJPPNJ_01859	CDS	1119	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
BBPJPPNJ_01860	CDS	1221	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
BBPJPPNJ_01861	CDS	1116	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
BBPJPPNJ_01862	CDS	885	folD		COG0190	Bifunctional protein FolD protein
BBPJPPNJ_01863	CDS	417				hypothetical protein
BBPJPPNJ_01864	CDS	972	pcpF	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase PcpF
BBPJPPNJ_01865	CDS	243				hypothetical protein
BBPJPPNJ_01866	CDS	276				hypothetical protein
BBPJPPNJ_01867	CDS	990	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BBPJPPNJ_01868	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
BBPJPPNJ_01869	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
BBPJPPNJ_01870	CDS	1569	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
BBPJPPNJ_01871	CDS	252				hypothetical protein
BBPJPPNJ_01872	CDS	2013	tkt	2.2.1.1	COG0021	Transketolase
BBPJPPNJ_01873	CDS	468				hypothetical protein
BBPJPPNJ_01874	CDS	537				hypothetical protein
BBPJPPNJ_01875	CDS	1236	hemW			Heme chaperone HemW
BBPJPPNJ_01876	CDS	189				hypothetical protein
BBPJPPNJ_01877	CDS	468	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
BBPJPPNJ_01878	CDS	2055	ubiB_2	2.7.-.-		protein kinase UbiB
BBPJPPNJ_01879	CDS	309	ureB1	3.5.1.5		Urease subunit beta 1
BBPJPPNJ_01880	CDS	771				hypothetical protein
BBPJPPNJ_01881	CDS	828	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
BBPJPPNJ_01882	CDS	549				hypothetical protein
BBPJPPNJ_01883	CDS	1614	hpnP	2.1.1.-		Hopanoid C-2 methylase
BBPJPPNJ_01884	CDS	1215				hypothetical protein
BBPJPPNJ_01885	CDS	477				hypothetical protein
BBPJPPNJ_01886	CDS	543	relA_1			Bifunctional (p)ppGpp synthase/hydrolase RelA
BBPJPPNJ_01887	CDS	1173	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
BBPJPPNJ_01888	CDS	924	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
BBPJPPNJ_01889	CDS	639	moaA_2			GTP 3',8-cyclase
BBPJPPNJ_01890	CDS	807				hypothetical protein
BBPJPPNJ_01891	CDS	816	larE	4.4.1.37	COG1606	Pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
BBPJPPNJ_01892	CDS	270				hypothetical protein
BBPJPPNJ_01893	CDS	1014	gap2	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
BBPJPPNJ_01894	CDS	1155	epsD_2	2.4.-.-		Putative glycosyltransferase EpsD
BBPJPPNJ_01895	CDS	612	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BBPJPPNJ_01896	CDS	1158	srpC		COG2059	putative chromate transport protein
BBPJPPNJ_01897	CDS	552				hypothetical protein
BBPJPPNJ_01898	CDS	1035	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
BBPJPPNJ_01899	CDS	1344				hypothetical protein
BBPJPPNJ_01900	CDS	549				hypothetical protein
BBPJPPNJ_01901	CDS	1089				hypothetical protein
BBPJPPNJ_01902	CDS	129				hypothetical protein
BBPJPPNJ_01903	CDS	384				hypothetical protein
BBPJPPNJ_01904	CDS	288				hypothetical protein
BBPJPPNJ_01905	CDS	1914	dnaK2			Chaperone protein dnaK2
BBPJPPNJ_01906	CDS	492	cph2_2			Phytochrome-like protein cph2
BBPJPPNJ_01907	CDS	1392	glmM_1	5.4.2.10	COG1109	Phosphoglucosamine mutase
BBPJPPNJ_01908	CDS	348				hypothetical protein
BBPJPPNJ_01909	CDS	588				hypothetical protein
BBPJPPNJ_01910	CDS	282				hypothetical protein
BBPJPPNJ_01911	CDS	318			COG2852	putative protein
BBPJPPNJ_01912	CDS	3558	metH	2.1.1.13	COG0646	Methionine synthase
BBPJPPNJ_01913	CDS	240				hypothetical protein
BBPJPPNJ_01914	CDS	120				hypothetical protein
BBPJPPNJ_01915	CDS	459				hypothetical protein
BBPJPPNJ_01916	CDS	378				hypothetical protein
BBPJPPNJ_01917	CDS	1206	fmdA	3.5.1.49		Formamidase
BBPJPPNJ_01918	CDS	159				hypothetical protein
BBPJPPNJ_01919	CDS	825	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
BBPJPPNJ_01920	CDS	519	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
BBPJPPNJ_01921	CDS	843	lpxA_1	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
BBPJPPNJ_01922	CDS	1167	lpxB_1	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
BBPJPPNJ_01923	CDS	1158	lpxB_2	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
BBPJPPNJ_01924	CDS	483				hypothetical protein
BBPJPPNJ_01925	CDS	699				hypothetical protein
BBPJPPNJ_01926	CDS	453				hypothetical protein
BBPJPPNJ_01927	CDS	780				hypothetical protein
BBPJPPNJ_01928	CDS	519				hypothetical protein
BBPJPPNJ_01929	CDS	1587	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
BBPJPPNJ_01930	CDS	249				hypothetical protein
BBPJPPNJ_01931	CDS	888	prmC_3	2.1.1.297		Release factor glutamine methyltransferase
BBPJPPNJ_01932	CDS	1974	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
BBPJPPNJ_01933	CDS	1140	cbiD	2.1.1.195		Cobalt-precorrin-5B C(1)-methyltransferase
BBPJPPNJ_01934	CDS	1632	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
BBPJPPNJ_01935	CDS	276				hypothetical protein
BBPJPPNJ_01936	CDS	534				hypothetical protein
BBPJPPNJ_01937	CDS	2508	mfd_1	3.6.4.-		Transcription-repair-coupling factor
BBPJPPNJ_01938	CDS	876				hypothetical protein
BBPJPPNJ_01939	CDS	1053	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
BBPJPPNJ_01940	CDS	750	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
BBPJPPNJ_01941	CDS	1419	cheB_4	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
BBPJPPNJ_01942	CDS	1383	cheB_5	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
BBPJPPNJ_01943	CDS	3588	cheB_6	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
BBPJPPNJ_01944	CDS	366	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
BBPJPPNJ_01945	CDS	822	sppA_1	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
BBPJPPNJ_01946	CDS	1050				hypothetical protein
BBPJPPNJ_01947	CDS	831	menH_1	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
BBPJPPNJ_01948	CDS	1476	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
BBPJPPNJ_01949	CDS	678				hypothetical protein
BBPJPPNJ_01950	CDS	1380	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
BBPJPPNJ_01951	CDS	141				hypothetical protein
BBPJPPNJ_01952	CDS	315				hypothetical protein
BBPJPPNJ_01953	CDS	315				hypothetical protein
BBPJPPNJ_01954	CDS	819				hypothetical protein
BBPJPPNJ_01955	CDS	684				hypothetical protein
BBPJPPNJ_01956	CDS	489				hypothetical protein
BBPJPPNJ_01957	CDS	1416	tldD_2	3.4.-.-	COG0312	Metalloprotease TldD
BBPJPPNJ_01958	CDS	558	clpP_3	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BBPJPPNJ_01959	CDS	630	degU_2		COG2197	Transcriptional regulatory protein DegU
BBPJPPNJ_01960	CDS	564				hypothetical protein
BBPJPPNJ_01961	CDS	1095	htrA_3			Putative serine protease HtrA
BBPJPPNJ_01962	CDS	825	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
BBPJPPNJ_01963	CDS	1293				hypothetical protein
BBPJPPNJ_01964	CDS	615				hypothetical protein
BBPJPPNJ_01965	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
BBPJPPNJ_01966	CDS	1449				Folate-biopterin transporter
BBPJPPNJ_01967	CDS	1482		1.13.11.75		Apocarotenoid-15,15'-oxygenase
BBPJPPNJ_01968	CDS	732				hypothetical protein
BBPJPPNJ_01969	CDS	471				hypothetical protein
BBPJPPNJ_01970	CDS	3627	smc_7		COG1196	Chromosome partition protein Smc
BBPJPPNJ_01971	CDS	681				hypothetical protein
BBPJPPNJ_01972	CDS	1410	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
BBPJPPNJ_01973	CDS	1122	rssB_4			Regulator of RpoS
BBPJPPNJ_01974	CDS	141				hypothetical protein
BBPJPPNJ_01975	CDS	1062	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
BBPJPPNJ_01976	CDS	1767	ribBA	3.5.4.25		Riboflavin biosynthesis protein RibBA
BBPJPPNJ_01977	CDS	792				hypothetical protein
BBPJPPNJ_01978	CDS	555	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I
BBPJPPNJ_01979	CDS	591	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
BBPJPPNJ_01980	CDS	315	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
BBPJPPNJ_01981	CDS	1476				hypothetical protein
BBPJPPNJ_01982	CDS	1326				hypothetical protein
BBPJPPNJ_01983	CDS	429	dnaJ_5			Chaperone protein DnaJ
BBPJPPNJ_01984	CDS	1197	hhoB			Putative serine protease HhoB
BBPJPPNJ_01985	CDS	363	afsQ1_1			Transcriptional regulatory protein AfsQ1
BBPJPPNJ_01986	CDS	711				hypothetical protein
BBPJPPNJ_01987	CDS	2358	pknD_7	2.7.11.1		Serine/threonine-protein kinase PknD
BBPJPPNJ_01988	CDS	549	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
BBPJPPNJ_01989	CDS	1416	nrtC	7.3.2.4	COG0715	Nitrate import ATP-binding protein NrtC
BBPJPPNJ_01990	CDS	990	dusB_1	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
BBPJPPNJ_01991	CDS	141				Photosystem II reaction center protein Ycf12
BBPJPPNJ_01992	CDS	357				hypothetical protein
BBPJPPNJ_01993	CDS	390				hypothetical protein
BBPJPPNJ_01994	CDS	1053		1.6.3.5	COG3380	Renalase
BBPJPPNJ_01995	CDS	627				hypothetical protein
BBPJPPNJ_01996	CDS	264				hypothetical protein
BBPJPPNJ_01997	CDS	822	nei	3.2.2.-	COG0266	Endonuclease 8
BBPJPPNJ_01998	CDS	1089	aroC	4.2.3.5	COG0082	Chorismate synthase
BBPJPPNJ_01999	CDS	1029	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
BBPJPPNJ_02000	CDS	459	rlpA_1	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
BBPJPPNJ_02001	CDS	1305	rlpA_2	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
BBPJPPNJ_02002	CDS	1218	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
BBPJPPNJ_02003	CDS	1047	bamB_1			Outer membrane protein assembly factor BamB
BBPJPPNJ_02004	CDS	2826	pacL_1	7.2.2.10	COG0474	Calcium-transporting ATPase
BBPJPPNJ_02005	CDS	627				hypothetical protein
BBPJPPNJ_02006	CDS	342				hypothetical protein
BBPJPPNJ_02007	CDS	513				hypothetical protein
BBPJPPNJ_02008	CDS	756	MgdE_1	5.1.3.34		Monoglucosyldiacylglycerol epimerase
BBPJPPNJ_02009	CDS	696				hypothetical protein
BBPJPPNJ_02010	CDS	3039	rocA	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
BBPJPPNJ_02011	CDS	117				hypothetical protein
BBPJPPNJ_02012	CDS	696	ureF_1		COG0830	Urease accessory protein UreF
BBPJPPNJ_02013	CDS	1407	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
BBPJPPNJ_02014	CDS	486				hypothetical protein
BBPJPPNJ_02015	CDS	897				hypothetical protein
BBPJPPNJ_02016	CDS	582				hypothetical protein
BBPJPPNJ_02017	CDS	174				hypothetical protein
BBPJPPNJ_02018	CDS	555				hypothetical protein
BBPJPPNJ_02019	CDS	1185				hypothetical protein
BBPJPPNJ_02020	CDS	870				hypothetical protein
BBPJPPNJ_02021	CDS	471	nqrF_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
BBPJPPNJ_02022	CDS	729				hypothetical protein
BBPJPPNJ_02023	CDS	333				hypothetical protein
BBPJPPNJ_02024	CDS	468				hypothetical protein
BBPJPPNJ_02025	CDS	645				hypothetical protein
BBPJPPNJ_02026	CDS	237				hypothetical protein
BBPJPPNJ_02027	CDS	552	gmk	2.7.4.8	COG0194	Guanylate kinase
BBPJPPNJ_02028	CDS	228				hypothetical protein
BBPJPPNJ_02029	CDS	1284	serS	6.1.1.11	COG0172	Serine--tRNA ligase
BBPJPPNJ_02030	CDS	948				hypothetical protein
BBPJPPNJ_02031	CDS	501				hypothetical protein
BBPJPPNJ_02032	CDS	399	rsfS			Ribosomal silencing factor RsfS
BBPJPPNJ_02033	CDS	504				hypothetical protein
BBPJPPNJ_02034	CDS	399	higA		COG5499	Antitoxin HigA
BBPJPPNJ_02035	CDS	255				hypothetical protein
BBPJPPNJ_02036	CDS	372				hypothetical protein
BBPJPPNJ_02037	CDS	420	slrP	2.3.2.27		E3 ubiquitin-protein ligase SlrP
BBPJPPNJ_02038	CDS	1434	lpdA	1.8.1.4		Dihydrolipoyl dehydrogenase
BBPJPPNJ_02039	CDS	318	trxA_2		COG0526	Thioredoxin
BBPJPPNJ_02040	CDS	270				hypothetical protein
BBPJPPNJ_02041	tRNA	72				tRNA-Thr(cgt)
BBPJPPNJ_02042	CDS	1146				hypothetical protein
BBPJPPNJ_02043	CDS	1074				Ca(2+)/H(+) antiporter
BBPJPPNJ_02044	CDS	399	norV			Anaerobic nitric oxide reductase flavorubredoxin
BBPJPPNJ_02045	CDS	999			COG4447	Ycf48-like protein
BBPJPPNJ_02046	CDS	255	psbE			Cytochrome b559 subunit alpha
BBPJPPNJ_02047	CDS	135	psbF			Cytochrome b559 subunit beta
BBPJPPNJ_02048	CDS	120	psbL			Photosystem II reaction center protein L
BBPJPPNJ_02049	CDS	120	psbJ			Photosystem II reaction center protein J
BBPJPPNJ_02050	CDS	108	psaI			Photosystem I reaction center subunit VIII
BBPJPPNJ_02051	CDS	1479				hypothetical protein
BBPJPPNJ_02052	CDS	1395	mnmE_1	3.6.-.-	COG0486	tRNA modification GTPase MnmE
BBPJPPNJ_02053	CDS	1443		1.14.13.239		Carnitine monooxygenase oxygenase subunit
BBPJPPNJ_02054	CDS	1620				hypothetical protein
BBPJPPNJ_02055	CDS	1344	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
BBPJPPNJ_02056	CDS	150				hypothetical protein
BBPJPPNJ_02057	CDS	465				hypothetical protein
BBPJPPNJ_02058	CDS	1485	tldD_3	3.4.-.-	COG0312	Metalloprotease TldD
BBPJPPNJ_02059	CDS	306				hypothetical protein
BBPJPPNJ_02060	CDS	1203				hypothetical protein
BBPJPPNJ_02061	CDS	1242				hypothetical protein
BBPJPPNJ_02062	CDS	210				hypothetical protein
BBPJPPNJ_02063	CDS	210				hypothetical protein
BBPJPPNJ_02064	CDS	267				hypothetical protein
BBPJPPNJ_02065	CDS	399				hypothetical protein
BBPJPPNJ_02066	CDS	627				hypothetical protein
BBPJPPNJ_02067	CDS	771				hypothetical protein
BBPJPPNJ_02068	CDS	1353				hypothetical protein
BBPJPPNJ_02069	CDS	1557	pacS_3	7.2.2.8		putative copper-transporting ATPase PacS
BBPJPPNJ_02070	CDS	315				hypothetical protein
BBPJPPNJ_02071	CDS	228				hypothetical protein
BBPJPPNJ_02072	CDS	1173				hypothetical protein
BBPJPPNJ_02073	CDS	759	rph	2.7.7.56	COG0689	Ribonuclease PH
BBPJPPNJ_02074	CDS	510				hypothetical protein
BBPJPPNJ_02075	CDS	690				hypothetical protein
BBPJPPNJ_02076	CDS	591				hypothetical protein
BBPJPPNJ_02077	CDS	624	rnd	3.1.13.5		Ribonuclease D
BBPJPPNJ_02078	CDS	489				hypothetical protein
BBPJPPNJ_02079	tRNA	86				tRNA-Leu(taa)
BBPJPPNJ_02080	tRNA	83				tRNA-Leu(taa)
BBPJPPNJ_02081	CDS	2271				hypothetical protein
BBPJPPNJ_02082	CDS	1638	spkB_1	2.7.11.1		Serine/threonine-protein kinase B
BBPJPPNJ_02083	CDS	246				hypothetical protein
BBPJPPNJ_02084	CDS	492	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
BBPJPPNJ_02085	CDS	1437				Gluconeogenesis factor
BBPJPPNJ_02086	CDS	435	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
BBPJPPNJ_02087	CDS	249				hypothetical protein
BBPJPPNJ_02088	CDS	1233		2.7.7.-		CC-adding tRNA nucleotidyltransferase
BBPJPPNJ_02089	CDS	246				hypothetical protein
BBPJPPNJ_02090	CDS	675				hypothetical protein
BBPJPPNJ_02091	CDS	1962	htpX_2	3.4.24.-		Protease HtpX
BBPJPPNJ_02092	CDS	321				Single-stranded DNA-binding protein
BBPJPPNJ_02093	CDS	444				hypothetical protein
BBPJPPNJ_02094	CDS	435				hypothetical protein
BBPJPPNJ_02095	CDS	456				hypothetical protein
BBPJPPNJ_02096	CDS	438				hypothetical protein
